case_id,activity,timestamp
44,Tedarikçi Onayladı,2024-02-13T01:28:18+00:00
44,Mal/Hizmet Alındı,2024-02-15T13:40:30+00:00
44,Fatura Alındı,2024-02-22T07:37:42+00:00
44,Ödeme Yapıldı,2024-02-22T14:00:52+00:00
45,Satın Alma Talebi Oluşturuldu,2024-04-29T08:36:46+00:00
45,Talep Onaya Gönderildi,2024-04-29T10:19:42+00:00
45,Talep Onaylandı,2024-04-29T15:10:11+00:00
45,Satın Alma Siparişi Oluşturuldu,2024-04-29T21:27:27+00:00
45,Tedarikçiye Gönderildi,2024-04-30T03:11:46+00:00
45,Tedarikçi Onayladı,2024-04-30T09:50:48+00:00
45,Mal/Hizmet Alındı,2024-05-01T22:08:47+00:00
45,Fatura Alındı,2024-05-05T18:24:49+00:00
45,Ödeme Yapıldı,2024-05-06T09:44:36+00:00
46,Satın Alma Talebi Oluşturuldu,2024-03-30T23:02:50+00:00
46,Talep Onaya Gönderildi,2024-03-31T02:22:50+00:00
46,Talep Reddedildi,2024-03-31T05:21:47+00:00
46,Talep Güncellendi,2024-03-31T15:35:02+00:00
46,Talep Onaya Gönderildi,2024-04-01T02:31:41+00:00
46,Talep Onaylandı,2024-04-01T06:18:53+00:00
46,Satın Alma Siparişi Oluşturuldu,2024-04-01T21:49:50+00:00
46,Tedarikçiye Gönderildi,2024-04-02T03:22:15+00:00
46,Tedarikçi Onayladı,2024-04-02T09:07:26+00:00
46,Mal/Hizmet Alındı,2024-04-05T06:18:52+00:00
46,Fatura Alındı,2024-04-08T06:06:50+00:00
46,Ödeme Yapıldı,2024-04-08T21:08:25+00:00
47,Satın Alma Talebi Oluşturuldu,2024-07-08T15:02:26+00:00
47,Talep Onaya Gönderildi,2024-07-08T16:20:46+00:00
47,Talep Reddedildi,2024-07-08T22:58:52+00:00
47,Talep Güncellendi,2024-07-09T19:59:13+00:00
47,Talep Onaya Gönderildi,2024-07-10T07:11:31+00:00
47,Talep Onaylandı,2024-07-10T08:33:18+00:00
47,Satın Alma Siparişi Oluşturuldu,2024-07-11T08:13:55+00:00
47,Tedarikçiye Gönderildi,2024-07-11T13:08:42+00:00
47,Tedarikçi Onayladı,2024-07-11T18:37:01+00:00
47,Mal/Hizmet Alındı,2024-07-13T15:10:45+00:00
47,Fatura Alındı,2024-07-17T11:38:52+00:00
47,Ödeme Yapıldı,2024-07-18T00:46:44+00:00
48,Satın Alma Talebi Oluşturuldu,2024-11-23T06:27:44+00:00
48,Talep Onaya Gönderildi,2024-11-23T09:55:45+00:00
48,Talep Reddedildi,2024-11-23T12:33:44+00:00
48,Talep Güncellendi,2024-11-24T11:46:41+00:00
48,Talep Onaya Gönderildi,2024-11-24T23:24:18+00:00
48,Talep Onaylandı,2024-11-25T02:53:28+00:00
48,Satın Alma Siparişi Oluşturuldu,2024-11-25T21:02:15+00:00
48,Tedarikçiye Gönderildi,2024-11-26T00:12:53+00:00
48,Tedarikçi Onayladı,2024-11-26T09:33:10+00:00
48,Mal/Hizmet Alındı,2024-11-29T07:53:44+00:00
48,Fatura Alındı,2024-12-02T16:18:19+00:00
48,Ödeme Yapıldı,2024-12-03T12:05:09+00:00
49,Satın Alma Talebi Oluşturuldu,2025-01-11T13:02:48+00:00
49,Talep Onaya Gönderildi,2025-01-11T15:26:28+00:00
49,Talep Onaylandı,2025-01-11T22:23:44+00:00
49,Satın Alma Siparişi Oluşturuldu,2025-01-12T14:14:42+00:00
49,Tedarikçiye Gönderildi,2025-01-12T16:51:24+00:00
49,Tedarikçi Onayladı,2025-01-12T21:18:41+00:00
49,Mal/Hizmet Alındı,2025-01-15T18:10:24+00:00
49,Fatura Alındı,2025-01-19T03:38:41+00:00
49,Ödeme Yapıldı,2025-01-19T15:33:45+00:00
50,Satın Alma Talebi Oluşturuldu,2024-10-22T08:52:21+00:00
50,Talep Onaya Gönderildi,2024-10-22T10:52:54+00:00
50,Talep Onaylandı,2024-10-22T15:50:51+00:00
50,Satın Alma Siparişi Oluşturuldu,2024-10-23T02:20:52+00:00
50,Tedarikçiye Gönderildi,2024-10-23T05:47:08+00:00
50,Tedarikçi Onayladı,2024-10-23T11:20:01+00:00
50,Mal/Hizmet Alındı,2024-10-24T23:44:05+00:00
50,Fatura Alındı,2024-10-28T09:17:37+00:00
50,Ödeme Yapıldı,2024-10-29T00:24:32+00:00
51,Satın Alma Talebi Oluşturuldu,2024-01-09T21:13:49+00:00
51,Talep Onaya Gönderildi,2024-01-09T23:46:48+00:00
51,Talep Onaylandı,2024-01-10T02:55:35+00:00
51,Satın Alma Siparişi Oluşturuldu,2024-01-10T11:45:13+00:00
51,Tedarikçiye Gönderildi,2024-01-10T14:47:08+00:00
51,Tedarikçi Onayladı,2024-01-10T22:20:15+00:00
51,Mal/Hizmet Alındı,2024-01-12T09:52:23+00:00
51,Fatura Alındı,2024-01-16T19:00:15+00:00
51,Fatura Uyuşmazlığı,2024-01-17T12:39:53+00:00
51,Fatura Düzeltildi,2024-01-17T22:02:34+00:00
51,Ödeme Yapıldı,2024-01-18T22:52:13+00:00
52,Satın Alma Talebi Oluşturuldu,2024-11-11T02:35:00+00:00
52,Talep Onaya Gönderildi,2024-11-11T05:39:31+00:00
52,Talep Onaylandı,2024-11-11T09:29:45+00:00
52,Satın Alma Siparişi Oluşturuldu,2024-11-12T01:07:37+00:00
52,Tedarikçiye Gönderildi,2024-11-12T04:29:36+00:00
52,Tedarikçi Onayladı,2024-11-12T11:48:09+00:00
52,Mal/Hizmet Alındı,2024-11-14T08:13:36+00:00
52,Fatura Alındı,2024-11-20T01:44:20+00:00
52,Ödeme Yapıldı,2024-11-20T11:00:59+00:00
53,Satın Alma Talebi Oluşturuldu,2024-07-30T10:14:53+00:00
53,Talep Onaya Gönderildi,2024-07-30T12:10:04+00:00
53,Talep Onaylandı,2024-07-30T15:33:04+00:00
53,Satın Alma Siparişi Oluşturuldu,2024-07-31T09:58:36+00:00
53,Tedarikçiye Gönderildi,2024-07-31T12:33:16+00:00
53,Tedarikçi Onayladı,2024-07-31T21:59:00+00:00
53,Mal/Hizmet Alındı,2024-08-03T19:37:31+00:00
53,Fatura Alındı,2024-08-09T06:26:42+00:00
53,Ödeme Yapıldı,2024-08-09T12:39:32+00:00
54,Satın Alma Talebi Oluşturuldu,2024-08-03T18:19:35+00:00
54,Talep Onaya Gönderildi,2024-08-03T21:30:00+00:00
54,Talep Onaylandı,2024-08-04T05:21:35+00:00
54,Satın Alma Siparişi Oluşturuldu,2024-08-04T19:51:09+00:00
54,Tedarikçiye Gönderildi,2024-08-04T22:16:03+00:00
54,Tedarikçi Onayladı,2024-08-05T01:16:22+00:00
54,Mal/Hizmet Alındı,2024-08-06T10:35:25+00:00
54,Fatura Alındı,2024-08-09T13:53:18+00:00
54,Ödeme Yapıldı,2024-08-09T19:50:10+00:00
55,Satın Alma Talebi Oluşturuldu,2025-02-19T20:59:59+00:00
55,Talep Onaya Gönderildi,2025-02-19T22:22:46+00:00
55,Talep Onaylandı,2025-02-20T00:39:09+00:00
55,Satın Alma Siparişi Oluşturuldu,2025-02-20T05:44:35+00:00
55,Tedarikçiye Gönderildi,2025-02-20T08:12:13+00:00
55,Tedarikçi Onayladı,2025-02-20T19:38:40+00:00
55,Mal/Hizmet Alındı,2025-02-23T02:15:44+00:00
55,Fatura Alındı,2025-02-28T20:35:50+00:00
55,Ödeme Yapıldı,2025-03-01T00:51:15+00:00
56,Satın Alma Talebi Oluşturuldu,2024-08-09T20:28:09+00:00
56,Talep Onaya Gönderildi,2024-08-09T22:52:38+00:00
56,Talep Onaylandı,2024-08-10T03:31:12+00:00
56,Satın Alma Siparişi Oluşturuldu,2024-08-10T11:12:26+00:00
56,Tedarikçiye Gönderildi,2024-08-10T12:27:51+00:00
56,Tedarikçi Onayladı,2024-08-10T23:52:29+00:00
56,Mal/Hizmet Alındı,2024-08-12T22:48:21+00:00
56,Fatura Alındı,2024-08-19T01:27:35+00:00
56,Ödeme Yapıldı,2024-08-19T12:16:31+00:00
57,Satın Alma Talebi Oluşturuldu,2024-02-12T15:20:44+00:00
57,Talep Onaya Gönderildi,2024-02-12T16:48:02+00:00
57,Talep Onaylandı,2024-02-12T23:40:03+00:00
57,Satın Alma Siparişi Oluşturuldu,2024-02-13T22:39:00+00:00
57,Tedarikçiye Gönderildi,2024-02-14T00:04:33+00:00
57,Tedarikçi Onayladı,2024-02-14T04:33:28+00:00
57,Mal/Hizmet Alındı,2024-02-16T07:20:43+00:00
57,Fatura Alındı,2024-02-20T09:17:10+00:00
57,Ödeme Yapıldı,2024-02-21T00:24:03+00:00
58,Satın Alma Talebi Oluşturuldu,2025-02-10T21:27:29+00:00
58,Talep Onaya Gönderildi,2025-02-10T23:35:57+00:00
58,Talep Reddedildi,2025-02-11T07:03:00+00:00
58,Talep Güncellendi,2025-02-11T16:59:50+00:00
58,Talep Onaya Gönderildi,2025-02-12T04:03:34+00:00
58,Talep Onaylandı,2025-02-12T06:20:45+00:00
58,Satın Alma Siparişi Oluşturuldu,2025-02-12T21:43:07+00:00
58,Tedarikçiye Gönderildi,2025-02-12T23:01:11+00:00
58,Tedarikçi Onayladı,2025-02-13T10:37:15+00:00
58,Mal/Hizmet Alındı,2025-02-14T15:23:02+00:00
58,Fatura Alındı,2025-02-20T10:54:45+00:00
58,Ödeme Yapıldı,2025-02-21T02:40:26+00:00
59,Satın Alma Talebi Oluşturuldu,2024-03-05T01:26:38+00:00
59,Talep Onaya Gönderildi,2024-03-05T02:54:54+00:00
59,Talep Onaylandı,2024-03-05T05:57:28+00:00
59,Satın Alma Siparişi Oluşturuldu,2024-03-05T11:27:33+00:00
59,Tedarikçiye Gönderildi,2024-03-05T12:28:21+00:00
59,Tedarikçi Onayladı,2024-03-05T18:58:39+00:00
59,Mal/Hizmet Alındı,2024-03-07T23:28:50+00:00
59,Fatura Alındı,2024-03-11T10:25:54+00:00
59,Ödeme Yapıldı,2024-03-11T17:31:27+00:00
60,Satın Alma Talebi Oluşturuldu,2024-12-19T15:45:26+00:00
60,Talep Onaya Gönderildi,2024-12-19T16:58:14+00:00
60,Talep Reddedildi,2024-12-19T20:22:16+00:00
60,Talep Güncellendi,2024-12-20T05:39:44+00:00
60,Talep Onaya Gönderildi,2024-12-20T19:09:26+00:00
60,Talep Onaylandı,2024-12-20T21:55:36+00:00
60,Satın Alma Siparişi Oluşturuldu,2024-12-21T18:00:17+00:00
60,Tedarikçiye Gönderildi,2024-12-21T19:59:38+00:00
60,Tedarikçi Onayladı,2024-12-21T23:08:30+00:00
60,Mal/Hizmet Alındı,2024-12-23T09:55:57+00:00
60,Fatura Alındı,2024-12-26T03:48:40+00:00
60,Ödeme Yapıldı,2024-12-26T11:39:18+00:00
61,Satın Alma Talebi Oluşturuldu,2024-02-17T07:44:01+00:00
61,Talep Onaya Gönderildi,2024-02-17T09:13:52+00:00
61,Talep Onaylandı,2024-02-17T13:04:37+00:00
61,Satın Alma Siparişi Oluşturuldu,2024-02-18T08:03:22+00:00
61,Tedarikçiye Gönderildi,2024-02-18T11:54:08+00:00
61,Tedarikçi Onayladı,2024-02-18T16:47:18+00:00
61,Mal/Hizmet Alındı,2024-02-19T22:45:26+00:00
61,Fatura Alındı,2024-02-25T09:23:55+00:00
61,Ödeme Yapıldı,2024-02-26T02:47:34+00:00
62,Satın Alma Talebi Oluşturuldu,2025-01-24T17:28:39+00:00
62,Talep Onaya Gönderildi,2025-01-24T20:05:50+00:00
62,Talep Onaylandı,2025-01-25T00:43:26+00:00
62,Satın Alma Siparişi Oluşturuldu,2025-01-25T16:41:05+00:00
62,Tedarikçiye Gönderildi,2025-01-25T22:07:54+00:00
62,Tedarikçi Onayladı,2025-01-26T07:28:37+00:00
62,Mal/Hizmet Alındı,2025-01-28T12:27:19+00:00
62,Fatura Alındı,2025-01-30T15:33:33+00:00
62,Ödeme Yapıldı,2025-01-30T22:35:44+00:00
63,Satın Alma Talebi Oluşturuldu,2024-01-18T02:43:23+00:00
63,Talep Onaya Gönderildi,2024-01-18T06:43:18+00:00
63,Talep Onaylandı,2024-01-18T12:45:19+00:00
63,Satın Alma Siparişi Oluşturuldu,2024-01-18T22:08:44+00:00
63,Tedarikçiye Gönderildi,2024-01-18T23:20:48+00:00
63,Tedarikçi Onayladı,2024-01-19T08:54:34+00:00
63,Mal/Hizmet Alındı,2024-01-21T07:29:36+00:00
63,Fatura Alındı,2024-01-26T13:40:28+00:00
63,Ödeme Yapıldı,2024-01-27T11:49:41+00:00
64,Satın Alma Talebi Oluşturuldu,2024-12-05T13:29:06+00:00
64,Talep Onaya Gönderildi,2024-12-05T16:23:21+00:00
64,Talep Reddedildi,2024-12-05T21:20:22+00:00
64,Talep Güncellendi,2024-12-06T03:09:52+00:00
64,Talep Onaya Gönderildi,2024-12-06T11:20:24+00:00
64,Talep Onaylandı,2024-12-06T13:20:24+00:00
64,Satın Alma Siparişi Oluşturuldu,2024-12-07T06:44:33+00:00
64,Tedarikçiye Gönderildi,2024-12-07T12:01:52+00:00
64,Tedarikçi Onayladı,2024-12-07T17:19:45+00:00
64,Mal/Hizmet Alındı,2024-12-10T02:37:32+00:00
64,Fatura Alındı,2024-12-13T13:12:42+00:00
64,Ödeme Yapıldı,2024-12-14T12:00:22+00:00
65,Satın Alma Talebi Oluşturuldu,2024-01-30T12:05:02+00:00
65,Talep Onaya Gönderildi,2024-01-30T14:26:54+00:00
65,Talep Onaylandı,2024-01-30T18:20:07+00:00
65,Satın Alma Siparişi Oluşturuldu,2024-01-31T04:48:03+00:00
65,Tedarikçiye Gönderildi,2024-01-31T10:39:06+00:00
65,Tedarikçi Onayladı,2024-01-31T16:41:37+00:00
65,Kısmi Teslimat Alındı,2024-02-02T17:23:39+00:00
65,İkinci Teslimat Alındı,2024-02-07T16:32:19+00:00
65,Fatura Alındı,2024-02-10T15:53:25+00:00
65,Ödeme Yapıldı,2024-02-11T05:49:38+00:00
66,Satın Alma Talebi Oluşturuldu,2024-05-26T16:47:31+00:00
66,Talep Onaya Gönderildi,2024-05-26T19:20:50+00:00
66,Talep Onaylandı,2024-05-27T01:04:59+00:00
66,Satın Alma Siparişi Oluşturuldu,2024-05-27T15:03:10+00:00
66,Tedarikçiye Gönderildi,2024-05-27T18:15:47+00:00
66,Tedarikçi Onayladı,2024-05-27T20:46:45+00:00
66,Mal/Hizmet Alındı,2024-05-29T09:35:52+00:00
66,Fatura Alındı,2024-06-01T01:19:10+00:00
66,Ödeme Yapıldı,2024-06-01T09:39:22+00:00
67,Satın Alma Talebi Oluşturuldu,2025-01-12T11:40:58+00:00
67,Talep Onaya Gönderildi,2025-01-12T13:02:49+00:00
67,Talep Onaylandı,2025-01-12T20:53:09+00:00
67,Satın Alma Siparişi Oluşturuldu,2025-01-13T13:03:48+00:00
67,Tedarikçiye Gönderildi,2025-01-13T15:15:35+00:00
67,Tedarikçi Onayladı,2025-01-13T18:50:37+00:00
67,Kısmi Teslimat Alındı,2025-01-15T21:17:02+00:00
67,İkinci Teslimat Alındı,2025-01-19T13:02:45+00:00
67,Fatura Alındı,2025-01-20T19:45:25+00:00
67,Ödeme Yapıldı,2025-01-21T19:35:12+00:00
68,Satın Alma Talebi Oluşturuldu,2024-12-25T10:00:43+00:00
68,Talep Onaya Gönderildi,2024-12-25T13:51:11+00:00
68,Talep Onaylandı,2024-12-25T19:44:21+00:00
68,Satın Alma Siparişi Oluşturuldu,2024-12-26T02:49:07+00:00
68,Tedarikçiye Gönderildi,2024-12-26T08:28:55+00:00
68,Tedarikçi Onayladı,2024-12-26T13:24:02+00:00
68,Mal/Hizmet Alındı,2024-12-28T23:15:37+00:00
68,Fatura Alındı,2025-01-02T01:07:09+00:00
68,Ödeme Yapıldı,2025-01-02T13:44:03+00:00
69,Satın Alma Talebi Oluşturuldu,2024-12-21T19:07:01+00:00
69,Talep Onaya Gönderildi,2024-12-21T21:46:14+00:00
69,Talep Onaylandı,2024-12-22T02:04:20+00:00
69,Satın Alma Siparişi Oluşturuldu,2024-12-23T00:30:34+00:00
69,Tedarikçiye Gönderildi,2024-12-23T04:03:02+00:00
69,Tedarikçi Onayladı,2024-12-23T14:50:38+00:00
69,Mal/Hizmet Alındı,2024-12-26T08:19:02+00:00
69,Fatura Alındı,2024-12-29T17:28:01+00:00
69,Fatura Uyuşmazlığı,2024-12-30T12:50:49+00:00
69,Fatura Düzeltildi,2024-12-30T21:49:35+00:00
69,Ödeme Yapıldı,2025-01-02T18:40:13+00:00
70,Satın Alma Talebi Oluşturuldu,2024-01-03T23:49:11+00:00
70,Talep Onaya Gönderildi,2024-01-04T01:40:05+00:00
70,Talep Onaylandı,2024-01-04T05:27:34+00:00
70,Satın Alma Siparişi Oluşturuldu,2024-01-04T21:11:53+00:00
70,Tedarikçiye Gönderildi,2024-01-05T03:11:34+00:00
70,Tedarikçi Onayladı,2024-01-05T10:05:21+00:00
70,Mal/Hizmet Alındı,2024-01-06T17:13:18+00:00
70,Fatura Alındı,2024-01-11T09:51:05+00:00
70,Ödeme Yapıldı,2024-01-11T19:26:39+00:00
71,Satın Alma Talebi Oluşturuldu,2025-02-27T02:16:14+00:00
71,Talep Onaya Gönderildi,2025-02-27T04:24:07+00:00
71,Talep Onaylandı,2025-02-27T11:59:57+00:00
71,Satın Alma Siparişi Oluşturuldu,2025-02-28T09:23:28+00:00
71,Tedarikçiye Gönderildi,2025-02-28T15:17:42+00:00
71,Tedarikçi Onayladı,2025-02-28T19:40:59+00:00
71,Mal/Hizmet Alındı,2025-03-02T14:03:57+00:00
71,Fatura Alındı,2025-03-08T20:47:14+00:00
71,Ödeme Yapıldı,2025-03-09T07:49:28+00:00
72,Satın Alma Talebi Oluşturuldu,2025-01-03T08:54:58+00:00
72,Talep Onaya Gönderildi,2025-01-03T12:01:54+00:00
72,Talep Onaylandı,2025-01-03T18:54:00+00:00
72,Satın Alma Siparişi Oluşturuldu,2025-01-04T06:37:18+00:00
72,Tedarikçiye Gönderildi,2025-01-04T10:56:24+00:00
72,Tedarikçi Onayladı,2025-01-04T21:08:51+00:00
72,Mal/Hizmet Alındı,2025-01-07T20:13:37+00:00
72,Fatura Alındı,2025-01-12T07:39:59+00:00
72,Fatura Uyuşmazlığı,2025-01-12T10:28:51+00:00
72,Fatura Düzeltildi,2025-01-12T20:30:30+00:00
72,Ödeme Yapıldı,2025-01-15T00:50:13+00:00
73,Satın Alma Talebi Oluşturuldu,2024-12-08T23:54:09+00:00
73,Talep Onaya Gönderildi,2024-12-09T01:12:05+00:00
73,Talep Onaylandı,2024-12-09T08:39:51+00:00
73,Satın Alma Siparişi Oluşturuldu,2024-12-09T12:58:16+00:00
73,Tedarikçiye Gönderildi,2024-12-09T14:41:31+00:00
73,Tedarikçi Onayladı,2024-12-10T01:24:04+00:00
73,Mal/Hizmet Alındı,2024-12-12T23:57:33+00:00
73,Fatura Alındı,2024-12-15T08:56:19+00:00
73,Ödeme Yapıldı,2024-12-16T04:07:55+00:00
74,Satın Alma Talebi Oluşturuldu,2024-11-05T17:37:34+00:00
74,Talep Onaya Gönderildi,2024-11-05T20:34:32+00:00
74,Talep Onaylandı,2024-11-06T03:41:10+00:00
74,Satın Alma Siparişi Oluşturuldu,2024-11-07T00:43:58+00:00
74,Tedarikçiye Gönderildi,2024-11-07T06:01:47+00:00
74,Tedarikçi Onayladı,2024-11-07T11:49:47+00:00
74,Mal/Hizmet Alındı,2024-11-09T03:01:46+00:00
74,Fatura Alındı,2024-11-14T17:16:32+00:00
74,Fatura Uyuşmazlığı,2024-11-15T11:58:57+00:00
74,Fatura Düzeltildi,2024-11-16T02:27:03+00:00
74,Ödeme Yapıldı,2024-11-17T04:10:27+00:00
75,Satın Alma Talebi Oluşturuldu,2024-08-12T05:07:58+00:00
75,Talep Onaya Gönderildi,2024-08-12T09:07:30+00:00
75,Talep Onaylandı,2024-08-12T15:36:20+00:00
75,Satın Alma Siparişi Oluşturuldu,2024-08-13T04:17:06+00:00
75,Tedarikçiye Gönderildi,2024-08-13T05:46:38+00:00
75,Tedarikçi Onayladı,2024-08-13T14:06:53+00:00
75,Mal/Hizmet Alındı,2024-08-16T07:59:54+00:00
75,Fatura Alındı,2024-08-20T13:14:24+00:00
75,Ödeme Yapıldı,2024-08-21T06:30:28+00:00
76,Satın Alma Talebi Oluşturuldu,2024-02-06T17:20:01+00:00
76,Talep Onaya Gönderildi,2024-02-06T19:18:24+00:00
76,Talep Onaylandı,2024-02-06T21:38:36+00:00
76,Satın Alma Siparişi Oluşturuldu,2024-02-07T08:48:45+00:00
76,Tedarikçiye Gönderildi,2024-02-07T11:57:58+00:00
76,Tedarikçi Onayladı,2024-02-07T16:24:29+00:00
76,Kısmi Teslimat Alındı,2024-02-09T12:11:11+00:00
76,İkinci Teslimat Alındı,2024-02-13T13:16:34+00:00
76,Fatura Alındı,2024-02-15T02:14:25+00:00
76,Ödeme Yapıldı,2024-02-15T08:05:30+00:00
77,Satın Alma Talebi Oluşturuldu,2024-10-25T03:08:33+00:00
77,Talep Onaya Gönderildi,2024-10-25T06:00:05+00:00
77,Talep Onaylandı,2024-10-25T09:26:47+00:00
77,Satın Alma Siparişi Oluşturuldu,2024-10-26T07:42:11+00:00
77,Tedarikçiye Gönderildi,2024-10-26T09:25:07+00:00
77,Tedarikçi Onayladı,2024-10-26T16:01:49+00:00
77,Mal/Hizmet Alındı,2024-10-28T04:13:16+00:00
77,Fatura Alındı,2024-10-31T10:51:37+00:00
77,Ödeme Yapıldı,2024-10-31T13:04:01+00:00
78,Satın Alma Talebi Oluşturuldu,2024-08-12T09:50:34+00:00
78,Talep Onaya Gönderildi,2024-08-12T12:52:32+00:00
78,Talep Reddedildi,2024-08-12T15:49:24+00:00
78,Talep Güncellendi,2024-08-13T04:39:29+00:00
78,Talep Onaya Gönderildi,2024-08-13T12:48:17+00:00
78,Talep Onaylandı,2024-08-13T15:34:03+00:00
78,Satın Alma Siparişi Oluşturuldu,2024-08-14T08:20:46+00:00
78,Tedarikçiye Gönderildi,2024-08-14T11:28:04+00:00
78,Tedarikçi Onayladı,2024-08-14T15:58:07+00:00
78,Mal/Hizmet Alındı,2024-08-17T08:32:36+00:00
78,Fatura Alındı,2024-08-20T08:26:58+00:00
78,Ödeme Yapıldı,2024-08-20T18:54:45+00:00
79,Satın Alma Talebi Oluşturuldu,2024-07-04T05:50:05+00:00
79,Talep Onaya Gönderildi,2024-07-04T07:58:43+00:00
79,Talep Onaylandı,2024-07-04T12:07:57+00:00
79,Satın Alma Siparişi Oluşturuldu,2024-07-04T22:03:00+00:00
79,Tedarikçiye Gönderildi,2024-07-05T02:32:47+00:00
79,Tedarikçi Onayladı,2024-07-05T04:45:56+00:00
79,Kısmi Teslimat Alındı,2024-07-07T20:36:27+00:00
79,İkinci Teslimat Alındı,2024-07-11T01:06:20+00:00
79,Fatura Alındı,2024-07-12T01:41:19+00:00
79,Ödeme Yapıldı,2024-07-12T22:43:12+00:00
80,Satın Alma Talebi Oluşturuldu,2024-02-09T02:15:03+00:00
80,Talep Onaya Gönderildi,2024-02-09T05:58:57+00:00
80,Talep Onaylandı,2024-02-09T12:27:13+00:00
80,Satın Alma Siparişi Oluşturuldu,2024-02-10T09:06:37+00:00
80,Tedarikçiye Gönderildi,2024-02-10T14:37:30+00:00
80,Tedarikçi Onayladı,2024-02-11T00:22:57+00:00
80,Kısmi Teslimat Alındı,2024-02-12T11:25:41+00:00
80,İkinci Teslimat Alındı,2024-02-16T21:10:02+00:00
80,Fatura Alındı,2024-02-18T12:56:08+00:00
80,Ödeme Yapıldı,2024-02-18T19:07:06+00:00
81,Satın Alma Talebi Oluşturuldu,2024-04-17T05:44:59+00:00
81,Talep Onaya Gönderildi,2024-04-17T08:38:04+00:00
81,Talep Reddedildi,2024-04-17T16:03:17+00:00
81,Talep Güncellendi,2024-04-18T08:58:54+00:00
81,Talep Onaya Gönderildi,2024-04-18T16:41:20+00:00
81,Talep Onaylandı,2024-04-18T19:00:40+00:00
81,Satın Alma Siparişi Oluşturuldu,2024-04-19T10:36:10+00:00
81,Tedarikçiye Gönderildi,2024-04-19T15:15:52+00:00
81,Tedarikçi Onayladı,2024-04-19T18:09:57+00:00
81,Mal/Hizmet Alındı,2024-04-21T08:19:52+00:00
81,Fatura Alındı,2024-04-27T02:01:44+00:00
81,Ödeme Yapıldı,2024-04-27T07:53:35+00:00
82,Satın Alma Talebi Oluşturuldu,2025-02-23T23:17:21+00:00
82,Talep Onaya Gönderildi,2025-02-24T02:55:06+00:00
82,Talep Onaylandı,2025-02-24T07:06:49+00:00
82,Satın Alma Siparişi Oluşturuldu,2025-02-24T21:08:58+00:00
82,Tedarikçiye Gönderildi,2025-02-24T23:30:44+00:00
82,Tedarikçi Onayladı,2025-02-25T03:09:27+00:00
82,Mal/Hizmet Alındı,2025-02-27T23:01:55+00:00
82,Fatura Alındı,2025-03-06T16:20:04+00:00
82,Ödeme Yapıldı,2025-03-07T15:37:01+00:00
83,Satın Alma Talebi Oluşturuldu,2024-09-21T02:06:35+00:00
83,Talep Onaya Gönderildi,2024-09-21T05:31:20+00:00
83,Talep Onaylandı,2024-09-21T10:19:56+00:00
83,Satın Alma Siparişi Oluşturuldu,2024-09-21T15:50:18+00:00
83,Tedarikçiye Gönderildi,2024-09-21T20:36:32+00:00
83,Tedarikçi Onayladı,2024-09-22T00:51:55+00:00
83,Mal/Hizmet Alındı,2024-09-24T09:19:43+00:00
83,Fatura Alındı,2024-09-29T18:15:27+00:00
83,Ödeme Yapıldı,2024-09-30T05:00:02+00:00
84,Satın Alma Talebi Oluşturuldu,2024-10-12T02:32:28+00:00
84,Talep Onaya Gönderildi,2024-10-12T03:48:43+00:00
84,Talep Onaylandı,2024-10-12T08:10:46+00:00
84,Satın Alma Siparişi Oluşturuldu,2024-10-12T17:28:07+00:00
84,Tedarikçiye Gönderildi,2024-10-12T19:05:11+00:00
84,Tedarikçi Onayladı,2024-10-13T00:46:20+00:00
84,Kısmi Teslimat Alındı,2024-10-15T12:43:29+00:00
84,İkinci Teslimat Alındı,2024-10-18T07:36:02+00:00
84,Fatura Alındı,2024-10-20T11:02:04+00:00
84,Ödeme Yapıldı,2024-10-21T03:04:57+00:00
85,Satın Alma Talebi Oluşturuldu,2024-07-01T14:45:22+00:00
85,Talep Onaya Gönderildi,2024-07-01T17:10:13+00:00
85,Talep Onaylandı,2024-07-01T22:53:16+00:00
85,Satın Alma Siparişi Oluşturuldu,2024-07-02T21:45:04+00:00
85,Tedarikçiye Gönderildi,2024-07-03T00:23:28+00:00
85,Tedarikçi Onayladı,2024-07-03T08:29:31+00:00
85,Mal/Hizmet Alındı,2024-07-05T15:34:45+00:00
85,Fatura Alındı,2024-07-10T19:49:40+00:00
85,Fatura Uyuşmazlığı,2024-07-11T08:02:30+00:00
85,Fatura Düzeltildi,2024-07-11T20:27:16+00:00
85,Ödeme Yapıldı,2024-07-14T03:37:05+00:00
86,Satın Alma Talebi Oluşturuldu,2024-02-06T05:19:32+00:00
86,Talep Onaya Gönderildi,2024-02-06T09:09:51+00:00
86,Talep Onaylandı,2024-02-06T12:59:25+00:00
86,Satın Alma Siparişi Oluşturuldu,2024-02-07T02:50:34+00:00
86,Tedarikçiye Gönderildi,2024-02-07T04:19:44+00:00
86,Tedarikçi Onayladı,2024-02-07T15:12:05+00:00
86,Mal/Hizmet Alındı,2024-02-08T21:42:48+00:00
86,Fatura Alındı,2024-02-13T04:09:02+00:00
86,Ödeme Yapıldı,2024-02-13T20:54:05+00:00
87,Satın Alma Talebi Oluşturuldu,2025-02-24T13:55:04+00:00
87,Talep Onaya Gönderildi,2025-02-24T16:10:30+00:00
87,Talep Onaylandı,2025-02-24T22:37:43+00:00
